"age","party_reg_state","party_primary_state","sex","combined_ethnicity_4way","children_3plus","homeowner","renter","education","hasreligion","catholic","christian","bible_reader","interest_in_religion","donrever_1","liberal_donor","conservative_donor","contbrel_1","contbpol_1","contbhlt_1","blue_collar","farmer","professional_technical","retired","apparel_1","bookmusc_1","electrnc_1","boatownr_1","cat_1","environm_1","outdgrdn_1","outdoor_1","guns_1","golf_1","investor_1","veteran_1","expensive_items_1","cnty_pct_religious","cnty_pct_evangelical","density_clean","marital_status_clean","log_ppi","log_income","log_nchildren","log_pct_evangelical","age.na","support_dem"
70,0,1,"M","W",0,1,0,"some college",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0.761,0.45616,"suburban","married",3.78418963391826,11.1742447915466,-4.60517018598809,-0.784911653817775,0,0
75,0,1,"M","W",0,1,0,"post graduate",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0.36111,0.09162,"suburban","married",4.43081679884331,11.7293746589917,0.00995033085316809,-2.39010569052354,0,0
79,1,0,"F","W",0,1,0,"unknown",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0.4350788889,0.1219888889,"suburban","married",2.77258872223978,10.3486540274958,-4.60517018598809,-2.10382531298659,0,0
38,1,0,"F","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.9095,0.00492,"suburban","married",4.52178857704904,11.4289023459598,0.00995033085316809,-5.31444674847792,0,0
63,1,1,"F","W",0,1,0,"post graduate",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.63582,0.06778,"suburban","single",4.89783979995091,11.117004664705,-4.60517018598809,-2.69148811280323,0,1
22,1,1,"F","W",0,1,0,"post graduate",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0.40679,0.1881988889,"rural","married",4.67282883446191,10.6373207183675,-4.60517018598809,-1.670255955674,0,1
84,1,1,"F","B",0,1,0,"some college",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.4801888889,0.1366388889,"suburban","married",3.78418963391826,11.4816618102933,-4.60517018598809,-1.99041368056159,0,1
69,0,1,"F","W",0,1,0,"some college",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0.66024,0.4112688889,"suburban","married",3.25809653802148,10.6056192511675,0.00995033085316809,-0.888508047501399,0,0
44,0,1,"F","B",0,1,0,"no hs degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0.65532,0.1032688889,"suburban","single",3.85014760171006,10.6024925425802,-4.60517018598809,-2.27041912053168,0,1
28,1,1,"M","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0.40785,0.1364488889,"suburban","married",3.13549421592915,10.6332800172928,-4.60517018598809,-1.99180517477043,0,0
62,1,0,"F","W",0,1,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0.3768288889,0.14333,"suburban","single",4.85981240436167,9.88547631973428,-4.60517018598809,-1.94260561504701,0,1
40,0,1,"F","W",1,1,0,"bach degree",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.4115788889,0.1974388889,"suburban","married",4.31748811353631,10.9525593956441,1.10194007876078,-1.62232616581336,0,0
23,1,0,"M","W",0,1,0,"no hs degree",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3611,0.2309,"rural","married",2.89037175789616,10.510613774571,0.698134722070984,-1.46577056262169,0,0
63,1,1,"M","H",0,1,0,"no hs degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58433,0.03135888889,"urban","married",4.45434729625351,11.0386567531771,0.00995033085316809,-3.46225751493119,0,0
46,1,0,"M","H",0,1,0,"post graduate",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.48831,0.03882,"suburban","married",4.53259949315326,11.465991077781,-4.60517018598809,-3.24881970124127,0,1
59,1,0,"F","W",0,1,0,"some college",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0.30574,0.2454,"suburban","married",2.63905732961526,10.1966421235151,-4.60517018598809,-1.40486574670533,0,0
31,0,0,"F","W",0,0,0,"some college",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4305888889,0.08606888889,"suburban","married",4.17438726989564,10.679020846694,-4.60517018598809,-2.45260726978017,0,1
42,1,1,"M","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.51985,0.04696888889,"rural","married",4.39444915467244,10.8019604860373,0.00995033085316809,-3.05826983496074,0,0
59,1,1,"M","W",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.37073,0.1110988889,"urban","married",4.75359019110636,11.5315018505432,-4.60517018598809,-2.19733458328665,0,0
38,1,1,"M","H",0,1,0,"some college",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.4675788889,0.3084488889,"suburban","married",4.47733681447821,11.1899063282288,-4.60517018598809,-1.17619912553755,0,1
69,0,1,"M","W",0,1,0,"high school",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0.40423,0.1239,"suburban","married",4.06044301054642,10.245515754728,0.00995033085316809,-2.08828049034704,0,0
45,1,1,"F","W",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.4576288889,0.1149088889,"urban","married",4.71849887129509,11.0704903090603,-4.60517018598809,-2.16361573506576,0,0
69,1,0,"F","B",0,1,0,"high school",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0.35761,0.07723888889,"suburban","married",4.12713438504509,10.3693890294481,0.00995033085316809,-2.56085220668842,0,1
48,0,1,"F","B",0,1,0,"some college",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.40423,0.1239,"suburban","married",4.00733318523247,11.4475652730203,-4.60517018598809,-2.08828049034704,0,1
46,1,0,"F","W",0,1,0,"post graduate",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.6542788889,0.03257888889,"urban","married",5.10594547390058,11.3824408547582,0.698134722070984,-3.42409078044136,0,1
54.7736917906865,0,1,"F","B",0,1,0,"unknown",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6830488889,0.45072,"rural","married",3.98898404656427,11.0387852920121,-4.60517018598809,-0.796908974854075,1,1
63,0,0,"M","W",0,1,0,"high school",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0.85909,0.1098788889,"suburban","married",3.91202300542815,10.8316278007674,-4.60517018598809,-2.20837652974649,0,1
32,0,1,"M","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.5247,0.1161088889,"suburban","married",4.17438726989564,10.9376502050052,-4.60517018598809,-2.15322683076288,0,1
73,1,0,"F","W",0,1,0,"high school",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0.3486388889,0.15856,"suburban","married",2.63905732961526,10.017262566795,-4.60517018598809,-1.84162220840046,0,0
48,0,0,"M","W",0,1,0,"some college",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.36987,0.1239688889,"suburban","married",4.14313472639153,11.1357562260169,-4.60517018598809,-2.0877246408245,0,1
78,0,1,"F","B",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0.74732,0.235,"urban","married",3.71357206670431,10.4553015569794,-4.60517018598809,-1.44816976483798,0,1
76,0,0,"F","A",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5433988889,0.14065,"suburban","married",4.26267987704132,10.787296414165,0.00995033085316809,-1.96148074404627,0,1
49,1,1,"U","W",0,1,0,"unknown",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.40405,0.1048588889,"rural","married",4.23410650459726,10.7554744024095,-4.60517018598809,-2.25513974792669,0,0
52,0,1,"M","W",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0.40206,0.1451688889,"rural","married",3.98898404656427,11.226882049187,0.698134722070984,-1.92985746332331,0,0
55,1,0,"M","W",0,1,0,"bach degree",1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.2920188889,0.13253,"urban","married",4.17438726989564,11.2081514878916,0.00995033085316809,-2.02094624408955,0,0
83,1,1,"M","B",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0.5310388889,0.08296888889,"urban","married",3.13549421592915,10.9799564765185,-4.60517018598809,-2.48928957410346,0,1
43,1,0,"M","W",0,1,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.49424,0.03796,"urban","single",3.25809653802148,10.8705664512424,-4.60517018598809,-3.27122230524041,0,0
32,0,0,"M","W",0,1,0,"high school",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4305888889,0.08606888889,"urban","married",3.98898404656427,10.8736223228824,-4.60517018598809,-2.45260726978017,0,0
88,0,0,"F","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0.5433988889,0.14065,"suburban","single",3.36729582998647,10.9370812048298,-4.60517018598809,-1.96148074404627,0,1
44,1,0,"M","W",0,0,0,"no hs degree",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6421788889,0.5432888889,"suburban","single",3.78418963391826,10.4481637266773,-4.60517018598809,-0.610114076765758,0,1
69,1,1,"F","W",0,1,0,"bach degree",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0.48354,0.10654,"suburban","married",3.93182563272433,11.2304431834764,-4.60517018598809,-2.23923477749328,0,0
90,1,0,"F","W",0,1,0,"unknown",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0.1844088889,0.04389,"rural","married",2.56494935746154,10.405746587636,-4.60517018598809,-3.12606877528199,0,1
31,0,1,"F","H",0,1,0,"bach degree",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.57725,0.10873,"suburban","single",4.70048036579242,10.8825464894626,-4.60517018598809,-2.21888753397248,0,1
73,0,1,"M","W",0,1,0,"post graduate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0.37456,0.29148,"rural","married",2.99573227355399,10.6711390552642,-4.60517018598809,-1.23278388618006,0,0
66,1,1,"F","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0.4495,0.2140988889,"rural","married",4.0943445622221,10.7156614395177,0.00995033085316809,-1.54131727303098,0,0
50,0,0,"M","B",0,1,0,"some college",1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0.43311,0.10106,"suburban","married",4.99721227376411,11.8289544405619,0.00995033085316809,-2.29204087911837,0,1
82,1,1,"F","W",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0.39337,0.12824,"rural","single",2.89037175789616,10.4711848823787,-4.60517018598809,-2.05385177068084,0,0
73,0,1,"F","W",0,1,0,"high school",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0.469,0.31024,"rural","married",2.77258872223978,10.5104775366449,-4.60517018598809,-1.1704090874878,0,0
78,1,1,"F","W",0,1,0,"bach degree",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0.54572,0.02696,"suburban","single",3.93182563272433,11.3602403773046,0.00995033085316809,-3.61340099293803,0,0
21,1,0,"M","W",1,1,0,"high school",1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0.87746,0.01416888889,"suburban","married",4.14313472639153,11.0479173374029,1.61143591509677,-4.25670664119803,0,0
31,1,0,"F","H",0,1,0,"no hs degree",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0.4064488889,0.2465088889,"suburban","married",3.13549421592915,10.8046037310393,-4.60517018598809,-1.40035722570331,0,1
57,1,1,"M","W",0,1,0,"some college",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0.3632788889,0.06175888889,"rural","married",3.78418963391826,11.0301040376138,-4.60517018598809,-2.78451736419818,0,0
50,0,1,"F","W",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0.46966,0.1623,"suburban","married",4.17438726989564,11.023388292222,-4.60517018598809,-1.81830880446159,0,1
62,0,1,"M","W",0,1,0,"some college",1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0.59621,0.08334888889,"urban","married",3.80666248977032,10.6727852606696,-4.60517018598809,-2.48472000052806,0,0
85,1,0,"M","W",0,1,0,"high school",1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0.38462,0.18137,"suburban","married",4.30406509320417,10.8299662107978,-4.60517018598809,-1.70721613535281,0,0
80,1,1,"M","W",0,1,0,"bach degree",1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0.4150788889,0.09785888889,"suburban","single",3.71357206670431,11.1869736936743,-4.60517018598809,-2.32422874726287,0,0
74,0,0,"F","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0.64396,0.5277888889,"rural","married",2.56494935746154,10.3568535406288,-4.60517018598809,-0.639058906858642,0,0
54.7736917906865,0,1,"U","B",0,0,1,"some college",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67062,0.37117,"urban","single",2.70805020110221,10.510504785715,-4.60517018598809,-0.991095100301637,1,1
59,1,1,"F","W",0,1,0,"high school",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.5771288889,0.04022888889,"suburban","married",3.93182563272433,11.3323623611911,-4.60517018598809,-3.21316991234294,0,1
69,0,1,"M","H",0,1,0,"some college",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0.4318288889,0.3078188889,"rural","married",4.18965474202643,10.8771033510296,-4.60517018598809,-1.17824369201387,0,0
32,1,0,"F","W",0,1,0,"post graduate",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.55232,0.12515,"urban","single",4.30406509320417,11.496236983684,-4.60517018598809,-2.07824226110435,0,1
87,0,1,"F","B",0,1,0,"unknown",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0.66208,0.4900288889,"suburban","single",3.25809653802148,10.7986159331083,-4.60517018598809,-0.713290932676581,0,0
32,1,1,"M","H",0,1,0,"no hs degree",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0.39986,0.1196588889,"suburban","married",3.89182029811063,11.0110761004439,-4.60517018598809,-2.12311017653888,0,0
21,0,0,"F","B",0,1,0,"some college",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.43311,0.10106,"urban","married",3.87120101090789,11.0236003726502,-4.60517018598809,-2.29204087911837,0,1
20,0,1,"F","H",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7721588889,0.5018288889,"suburban","single",3.85014760171006,9.92573816147095,-4.60517018598809,-0.689496076160901,0,0
81,0,0,"F","W",0,1,0,"high school",1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.4340288889,0.08215888889,"suburban","married",4.23410650459726,10.7349826327056,-4.60517018598809,-2.49910023718746,0,0
57,1,1,"F","B",0,1,0,"high school",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4188988889,0.21377,"suburban","married",4.02535169073515,10.6407951488817,-4.60517018598809,-1.54285460829095,0,1
74,0,1,"M","W",1,1,0,"bach degree",1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.29593,0.14483,"suburban","married",3.78418963391826,11.121378054821,1.10194007876078,-1.93219463816937,0,0
78,1,1,"F","W",0,1,0,"high school",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41511,0.05292888889,"suburban","married",4.52178857704904,11.2635406024508,-4.60517018598809,-2.93880598539757,0,1
58,0,1,"F","W",0,1,0,"post graduate",1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0.51647,0.1075688889,"rural","married",3.97029191355212,11.1517834154987,-4.60517018598809,-2.2296238096796,0,1
71,1,1,"M","W",0,1,0,"bach degree",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.5770588889,0.4932088889,"suburban","married",2.89037175789616,10.4903015223015,-4.60517018598809,-0.706822484942761,0,0
66,0,1,"F","W",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.2851488889,0.1417888889,"rural","married",3.36729582998647,10.6120896876509,-4.60517018598809,-1.95341602550006,0,0
79,1,1,"F","B",0,1,0,"some college",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0.5612888889,0.33949,"rural","single",2.56494935746154,10.5400379262313,-4.60517018598809,-1.0803107874982,0,0
79,0,0,"M","H",0,1,0,"no hs degree",1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.54683,0.23455,"suburban","married",3.25809653802148,10.8060444049556,-4.60517018598809,-1.45008649420767,0,1
21,1,1,"F","H",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310388889,0.08296888889,"urban","single",4.66343909411207,10.3021629962849,-4.60517018598809,-2.48928957410346,0,1
44,1,1,"M","B",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.39073,0.1400088889,"urban","single",4.23410650459726,9.91783414624305,-4.60517018598809,-1.96604936624552,0,1
56,1,1,"M","B",0,0,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310388889,0.08296888889,"urban","single",4.46590811865458,10.5113491388137,-4.60517018598809,-2.48928957410346,0,1
29,1,0,"F","H",0,0,1,"high school",1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0.4401988889,0.04175,"urban","married",3.98898404656427,9.81727585571706,-4.60517018598809,-3.17605582768527,0,0
40,0,0,"F","W",1,1,0,"bach degree",1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0.4962088889,0.15025,"suburban","married",4.68213122712422,11.2459475740767,1.38879124131848,-1.89545470556682,0,0
46,1,1,"F","W",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.39073,0.1400088889,"suburban","single",2.70805020110221,10.8710985784333,-4.60517018598809,-1.96604936624552,0,0
50,1,0,"F","H",0,1,0,"high school",1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0.73237,0.02671,"suburban","married",3.80666248977032,11.0904311799942,0.00995033085316809,-3.62271725186027,0,0
53,0,1,"M","W",1,1,0,"bach degree",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.38366,0.05543888889,"suburban","married",5.52146091786225,11.8328762567522,1.10194007876078,-2.89247396596799,0,0
47,1,1,"F","W",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.60736,0.03421888889,"urban","married",4.34380542185368,10.5521863796103,-4.60517018598809,-3.37497748065365,0,1
60,1,1,"F","W",0,1,0,"bach degree",1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0.4851988889,0.04067888889,"suburban","married",5.18178355029209,11.4735399382359,-4.60517018598809,-3.20204602159663,0,0
66,0,1,"M","W",0,1,0,"some college",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0.3693788889,0.1951988889,"suburban","married",3.78418963391826,10.509905134585,0.698134722070984,-1.63373629713,0,1
72,1,1,"M","W",0,1,0,"high school",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0.4784488889,0.02517,"suburban","single",2.89037175789616,10.3469867726289,-4.60517018598809,-3.68210246983491,0,0
20,0,1,"M","B",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4554588889,0.17133,"urban","single",3.73766961828337,10.1545186073372,-4.60517018598809,-1.76416375763726,0,1
27,0,0,"F","B",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.53475,0.4070788889,"rural","married",4.14313472639153,10.3583458175802,-4.60517018598809,-0.898748282101062,0,1
77,1,1,"F","W",0,1,0,"some college",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0.39073,0.1400088889,"suburban","married",3.36729582998647,10.9224973144147,-4.60517018598809,-1.96604936624552,0,0
78,1,1,"M","W",0,1,0,"some college",1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.4150788889,0.09785888889,"suburban","married",5.01063529409626,11.634691668382,-4.60517018598809,-2.32422874726287,0,0
22,1,0,"M","H",0,1,0,"some college",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.26986,0.1217188889,"suburban","married",3.09104245335832,10.6604073359931,-4.60517018598809,-2.10604108232234,0,1
63,0,1,"F","W",0,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.4059588889,0.3137588889,"suburban","married",3.97029191355212,10.8224546996137,-4.60517018598809,-1.15913045778208,0,0
35,1,1,"F","W",0,0,1,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6459088889,0.1856688889,"rural","single",4.11087386417331,10.7349826327056,-4.60517018598809,-1.68379035885384,0,1
45,1,1,"F","W",1,1,0,"some college",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.3337788889,0.15312,"suburban","married",3.89182029811063,11.0463559324588,1.38879124131848,-1.87653335127749,0,0
76,0,1,"M","W",0,1,0,"bach degree",1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.50967,0.35854,"suburban","married",2.89037175789616,10.5469454148087,-4.60517018598809,-1.02571504915544,0,0
33,0,1,"M","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.5277788889,0.3675888889,"suburban","married",4.23410650459726,11.0888278447141,-4.60517018598809,-1.00079011501836,0,0
52,1,1,"M","W",0,1,0,"high school",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.43354,0.05138,"suburban","married",4.47733681447821,11.1901963574409,-4.60517018598809,-2.9685062873004,0,1
75,0,1,"F","W",0,1,0,"post graduate",1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.6675088889,0.57882,"rural","married",2.89037175789616,10.489689629308,-4.60517018598809,-0.54676373057162,0,0
61,1,0,"M","W",1,1,0,"high school",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0.75299,0.04653888889,"suburban","married",4.24849524204936,11.1029401561303,1.38879124131848,-3.06746699569466,0,1
63,1,1,"F","W",0,0,0,"unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.37573,0.1139,"suburban","married",4.33073334028633,10.780767149294,0.00995033085316809,-2.172434408529,0,0
38,1,0,"M","W",0,1,0,"bach degree",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.4675188889,0.30431,"rural","married",4.12713438504509,10.9010817354743,0.00995033085316809,-1.18970836031223,0,0
60,1,1,"M","W",0,1,0,"high school",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.47335,0.11623,"rural","married",3.93182563272433,10.767473952781,-4.60517018598809,-2.15218429232652,0,0
